hpa2 50,hpa2 100,hpa2 50,hpa2 100
0,0,0.002670473,0.001886225
0,0,0.002659535,0.001887846
0,0,0.002648618,0.001889474
0,0,0.002637723,0.00189111
0,0,0.002626848,0.001892753
0,0,0.002615995,0.001894404
0,0,0.002605163,0.001896063
0,0,0.002594353,0.00189773
0,0,0.002583563,0.001899405
0,0,0.002572795,0.001901087
0,0,0.002562049,0.001902777
0,0,0.002551323,0.001904475
0,0,0.002540619,0.001906181
0,0,0.002529936,0.001907895
0,0,0.002519275,0.001909617
0,0,0.002508635,0.001911347
0,0,0.002498016,0.001913085
0,0,0.002487419,0.001914831
0,0,0.002476843,0.001916585
0,0,0.002466289,0.001918347
0,0,0.002455756,0.001920117
0,0,0.002445244,0.001921895
0,0,0.002434754,0.001923682
0,0,0.002424286,0.001925476
0,0,0.002413839,0.001927279
0,0,0.002403413,0.00192909
0,0,0.002393009,0.001930909
0,0,0.002382627,0.001932737
0,0,0.002372266,0.001934573
0,0,0.002361927,0.001936417
0,0,0.002351609,0.001938269
0,0,0.002341313,0.00194013
0,0,0.002331038,0.001941999
0,0,0.002320785,0.001943877
0,0,0.002310554,0.001945763
0,0,0.002300344,0.001947658
0,0,0.002290156,0.001949561
0,0,0.00227999,0.001951473
0,0,0.002269846,0.001953393
0,0,0.002259723,0.001955322
0,0,0.002249622,0.001957259
0,0,0.002239542,0.001959205
0,0,0.002229485,0.001961159
0,0,0.002219449,0.001963123
0,0,0.002209434,0.001965095
0,0,0.002199442,0.001967075
0,0,0.002189472,0.001969065
0,0,0.002179523,0.001971063
0,0,0.002169596,0.00197307
0,0,0.002159691,0.001975085
0,0,0.002149808,0.00197711
0,0,0.002139946,0.001979143
0,0,0.002130107,0.001981186
0,0,0.002120289,0.001983237
0,0,0.002110494,0.001985297
0,0,0.00210072,0.001987366
0,0,0.002090968,0.001989444
0,0,0.002081238,0.001991531
0,0,0.002071531,0.001993627
0,0,0.002061845,0.001995732
0,0,0.002052181,0.001997846
0,0,0.002042539,0.001999969
0,0,0.002032919,0.002002102
0,0,0.002023321,0.002004243
0,0,0.002013745,0.002006394
0,0,0.002004191,0.002008553
0,0,0.00199466,0.002010722
0,0,0.00198515,0.0020129
0,0,0.001975663,0.002015088
0,0,0.001966197,0.002017285
0,0,0.001956754,0.002019491
0,0,0.001947333,0.002021706
0,0,0.001937933,0.002023931
0,0,0.001928557,0.002026165
0,0,0.001919202,0.002028408
0,0,0.001909869,0.002030661
0,0,0.001900559,0.002032923
0,0,0.001891271,0.002035195
0,0,0.001882005,0.002037476
0,0,0.001872761,0.002039766
0,0,0.001863539,0.002042067
0,0,0.00185434,0.002044376
0,0,0.001845163,0.002046696
0,0,0.001836009,0.002049024
0,0,0.001826876,0.002051363
0,0,0.001817766,0.002053711
0,0,0.001808678,0.002056069
0,0,0.001799613,0.002058436
0,0,0.00179057,0.002060813
0,0,0.001781549,0.0020632
0,0,0.00177255,0.002065597
0,0,0.001763574,0.002068003
0,0,0.001754621,0.002070419
0,0,0.001745689,0.002072845
0,0,0.00173678,0.002075281
0,0,0.001727894,0.002077726
0,0,0.00171903,0.002080182
0,0,0.001710188,0.002082647
0,0,0.001701369,0.002085122
0,0,0.001692573,0.002087608
0,0,0.001683798,0.002090103
0,0,0.001675047,0.002092608
0,0,0.001666317,0.002095123
0,0,0.001657611,0.002097648
0,0,0.001648927,0.002100184
0,0,0.001640265,0.002102729
0,0,0.001631626,0.002105284
0,0,0.001623009,0.00210785
0,0,0.001614416,0.002110425
0,0,0.001605844,0.002113011
0,0,0.001597295,0.002115607
0,0,0.001588769,0.002118213
0,0,0.001580266,0.00212083
0,0,0.001571785,0.002123456
0,0,0.001563327,0.002126093
0,0,0.001554891,0.00212874
0,0,0.001546478,0.002131398
0,0,0.001538088,0.002134066
0,0,0.00152972,0.002136744
0,0,0.001521375,0.002139432
0,0,0.001513053,0.002142131
0,0,0.001504754,0.002144841
0,0,0.001496477,0.00214756
0,0,0.001488223,0.00215029
0,0,0.001479992,0.002153031
0,0,0.001471783,0.002155782
0,0,0.001463597,0.002158544
0,0,0.001455434,0.002161316
0,0,0.001447294,0.002164099
0,0,0.001439177,0.002166892
0,0,0.001431082,0.002169696
0,0,0.001423011,0.002172511
0,0,0.001414962,0.002175336
0,0,0.001406936,0.002178172
0,0,0.001398933,0.002181018
0,0,0.001390952,0.002183875
0,0,0.001382995,0.002186743
0,0,0.00137506,0.002189622
0,0,0.001367149,0.002192511
0,0,0.00135926,0.002195411
0,0,0.001351394,0.002198322
0,0,0.001343551,0.002201244
0,0,0.001335731,0.002204177
0,0,0.001327934,0.00220712
0,0,0.00132016,0.002210075
0,0,0.001312409,0.00221304
0,0,0.001304681,0.002216016
0,0,0.001296976,0.002219003
0,0,0.001289294,0.002222002
0,0,0.001281635,0.002225011
0,0,0.001273999,0.002228031
0,0,0.001266386,0.002231062
0,0,0.001258796,0.002234104
0,0,0.001251229,0.002237157
0,0,0.001243685,0.002240222
0,0,0.001236165,0.002243297
0,0,0.001228667,0.002246384
0,0,0.001221192,0.002249481
0,0,0.001213741,0.00225259
0,0,0.001206313,0.00225571
0,0,0.001198907,0.002258841
0,0,0.001191525,0.002261984
0,0,0.001184166,0.002265137
0,0,0.001176831,0.002268302
0,0,0.001169518,0.002271479
0,0,0.001162228,0.002274666
0,0,0.001154962,0.002277865
0,0,0.001147719,0.002281075
0,0,0.001140499,0.002284296
0,0,0.001133303,0.002287529
0,0,0.001126129,0.002290774
0,0,0.001118979,0.002294029
0,0,0.001111852,0.002297296
0,0,0.001104748,0.002300575
0,0,0.001097668,0.002303865
0,0,0.00109061,0.002307167
0,0,0.001083577,0.00231048
0,0,0.001076566,0.002313804
0,0,0.001069579,0.00231714
0,0,0.001062615,0.002320488
0,0,0.001055674,0.002323847
0,0,0.001048756,0.002327218
0,0,0.001041862,0.002330601
0,0,0.001034992,0.002333995
0,0,0.001028144,0.0023374
0,0,0.00102132,0.002340818
0,0,0.00101452,0.002344247
0,0,0.001007742,0.002347688
0,0,0.001000988,0.002351141
0,0,0.000994258,0.002354605
0,0,0.000987551,0.002358081
0,0,0.000980867,0.002361569
0,0,0.000974207,0.002365069
0,0,0.00096757,0.00236858
0,0,0.000960957,0.002372104
0,0,0.000954367,0.002375639
0,0,0.000947801,0.002379186
0,0,0.000941258,0.002382745
0,0,0.000934738,0.002386316
0,0,0.000928242,0.002389899
0,0,0.00092177,0.002393494
0,0,0.00091532,0.002397101
0,0,0.000908895,0.00240072
0,0,0.000902493,0.002404351
0,0,0.000896115,0.002407993
0,0,0.00088976,0.002411648
0,0,0.000883428,0.002415315
0,0,0.00087712,0.002418994
0,0,0.000870836,0.002422686
0,0,0.000864576,0.002426389
0,0,0.000858338,0.002430104
0,0,0.000852125,0.002433832
0,0,0.000845935,0.002437572
0,0,0.000839769,0.002441324
0,0,0.000833626,0.002445088
0,0,0.000827507,0.002448864
0,0,0.000821411,0.002452653
0,0,0.00081534,0.002456454
0,0,0.000809291,0.002460267
0,0,0.000803267,0.002464092
0,0,0.000797266,0.00246793
0,0,0.000791289,0.00247178
0,0,0.000785335,0.002475643
0,0,0.000779406,0.002479518
0,0,0.0007735,0.002483405
0,0,0.000767617,0.002487304
0,0,0.000761758,0.002491216
0,0,0.000755923,0.002495141
0,0,0.000750112,0.002499078
0,0,0.000744325,0.002503027
0,0,0.000738561,0.002506989
0,0,0.000732821,0.002510964
0,0,0.000727105,0.00251495
0,0,0.000721412,0.00251895
0,0,0.000715743,0.002522962
0,0,0.000710098,0.002526987
0,0,0.000704477,0.002531024
0,0,0.00069888,0.002535073
0,0,0.000693306,0.002539136
0,0,0.000687757,0.002543211
0,0,0.000682231,0.002547299
0,0,0.000676729,0.002551399
0,0,0.00067125,0.002555512
0,0,0.000665796,0.002559638
0,0,0.000660365,0.002563777
0,0,0.000654959,0.002567928
0,0,0.000649576,0.002572092
0,0,0.000644217,0.002576269
0,0,0.000638882,0.002580458
0,0,0.00063357,0.002584661
0,0,0.000628283,0.002588876
0,0,0.00062302,0.002593104
0,0,0.00061778,0.002597345
0,0,0.000612565,0.002601599
0,0,0.000607373,0.002605866
0,0,0.000602205,0.002610145
0,0,0.000597061,0.002614438
0,0,0.000591942,0.002618743
0,0,0.000586846,0.002623062
0,0,0.000581774,0.002627393
0,0,0.000576726,0.002631738
0,0,0.000571702,0.002636095
0,0,0.000566702,0.002640465
0,0,0.000561726,0.002644849
0,0,0.000556774,0.002649246
0,0,0.000551846,0.002653655
0,0,0.000546942,0.002658078
0,0,0.000542062,0.002662514
0,0,0.000537206,0.002666963
0,0,0.000532374,0.002671425
0,0,0.000527566,0.0026759
0,0,0.000522782,0.002680389
0,0,0.000518022,0.00268489
0,0,0.000513286,0.002689405
0,0,0.000508575,0.002693933
0,0,0.000503887,0.002698474
0,0,0.000499223,0.002703029
0,0,0.000494584,0.002707596
0,0,0.000489968,0.002712178
0,0,0.000485377,0.002716772
0,0,0.00048081,0.00272138
0,0,0.000476267,0.002726001
0,0,0.000471748,0.002730635
0,0,0.000467253,0.002735283
0,0,0.000462782,0.002739944
0,0,0.000458336,0.002744618
0,0,0.000453913,0.002749306
0,0,0.000449515,0.002754007
0,0,0.000445141,0.002758722
0,0,0.000440791,0.00276345
0,0,0.000436465,0.002768192
0,0,0.000432163,0.002772947
0,0,0.000427886,0.002777716
0,0,0.000423632,0.002782498
0,0,0.000419403,0.002787293
0,0,0.000415198,0.002792103
0,0,0.000411017,0.002796925
0,0,0.000406861,0.002801762
0,0,0.000402729,0.002806612
0,0,0.000398621,0.002811475
0,0,0.000394537,0.002816352
0,0,0.000390477,0.002821243
0,0,0.000386442,0.002826148
0,0,0.000382431,0.002831066
0,0,0.000378444,0.002835998
0,0,0.000374481,0.002840943
0,0,0.000370543,0.002845902
0,0,0.000366629,0.002850875
0,0,0.000362739,0.002855862
0,0,0.000358873,0.002860862
0,0,0.000355032,0.002865877
0,0,0.000351215,0.002870905
0,0,0.000347422,0.002875946
0,0,0.000343654,0.002881002
0,0,0.00033991,0.002886071
0,0,0.00033619,0.002891155
0,0,0.000332495,0.002896252
0,0,0.000328824,0.002901363
0,0,0.000325177,0.002906488
0,0,0.000321554,0.002911626
0,0,0.000317956,0.002916779
0,0,0.000314383,0.002921946
0,0,0.000310833,0.002927126
0,0,0.000307308,0.002932321
0,0,0.000303808,0.002937529
0,0,0.000300331,0.002942752
0,0,0.000296879,0.002947988
0,0,0.000293452,0.002953239
0,0,0.000290049,0.002958503
0,0,0.00028667,0.002963782
0,0,0.000283315,0.002969075
0,0,0.000279985,0.002974381
0,0,0.00027668,0.002979702
0,0,0.000273399,0.002985037
0,0,0.000270142,0.002990386
0,0,0.00026691,0.002995749
0,0,0.000263702,0.003001126
0,0,0.000260518,0.003006518
0,0,0.000257359,0.003011923
0,0,0.000254225,0.003017343
0,0,0.000251115,0.003022777
0,0,0.000248029,0.003028226
0,0,0.000244968,0.003033688
0,0,0.000241931,0.003039165
0,0,0.000238919,0.003044656
0,0,0.000235931,0.003050161
0,0,0.000232967,0.00305568
0,0,0.000230028,0.003061214
0,0,0.000227114,0.003066762
0,0,0.000224224,0.003072325
0,0,0.000221359,0.003077901
0,0,0.000218518,0.003083492
0,0,0.000215701,0.003089098
0,0,0.00021291,0.003094718
0,0,0.000210142,0.003100352
0,0,0.000207399,0.003106001
0,0,0.000204681,0.003111664
0,0,0.000201987,0.003117341
0,0,0.000199318,0.003123033
0,0,0.000196673,0.00312874
0,0,0.000194053,0.00313446
0,0,0.000191457,0.003140196
0,0,0.000188886,0.003145946
0,0,0.00018634,0.00315171
0,0,0.000183818,0.003157489
0,0,0.00018132,0.003163282
0,0,0.000178847,0.00316909
0,0,0.000176399,0.003174913
0,0,0.000173975,0.00318075
0,0,0.000171576,0.003186602
0,0,0.000169202,0.003192468
0,0,0.000166852,0.003198349
0,0,0.000164526,0.003204244
0,0,0.000162226,0.003210155
0,0,0.000159949,0.00321608
0,0,0.000157698,0.003222019
0,0,0.000155471,0.003227973
0,0,0.000153269,0.003233942
0,0,0.000151091,0.003239926
0,0,0.000148938,0.003245924
0,0,0.000146809,0.003251937
0,0,0.000144706,0.003257965
0,0,0.000142626,0.003264007
0,0,0.000140572,0.003270065
0,0,0.000138542,0.003276137
0,0,0.000136537,0.003282224
0,0,0.000134556,0.003288326
0,0,0.0001326,0.003294442
0,0,0.000130669,0.003300573
0,0,0.000128762,0.00330672
0,0,0.00012688,0.003312881
0,0,0.000125023,0.003319057
0,0,0.00012319,0.003325247
0,0,0.000121382,0.003331453
0,0,0.000119599,0.003337674
0,0,0.00011784,0.003343909
0,0,0.000116107,0.00335016
0,0,0.000114397,0.003356425
0,0,0.000112713,0.003362706
0,0,0.000111053,0.003369001
0,0,0.000109418,0.003375311
0,0,0.000107808,0.003381637
0,0,0.000106222,0.003387977
0,0,0.000104661,0.003394332
0,0,0.000103125,0.003400703
0,0,0.000101613,0.003407088
0,0,0.000100126,0.003413488
0,0,9.87E-05,3.42E-03
0,0,9.72E-05,3.43E-03
0,0,9.58E-05,3.43E-03
0,0,9.44E-05,3.44E-03
0,0,9.31E-05,3.45E-03
0,0,9.17E-05,3.45E-03
0,0,9.04E-05,3.46E-03
0,0,8.91E-05,3.47E-03
0,0,8.79E-05,3.47E-03
0,0,8.66E-05,3.48E-03
0,0,8.54E-05,3.48E-03
0,0,8.42E-05,3.49E-03
0,0,8.30E-05,3.50E-03
0,0,8.19E-05,3.50E-03
0,0,8.08E-05,3.51E-03
0,0,7.97E-05,3.52E-03
0,0,7.86E-05,3.52E-03
0,0,7.76E-05,3.53E-03
0,0,7.66E-05,3.54E-03
0,0,7.56E-05,3.54E-03
0,0,7.46E-05,3.55E-03
0,0,7.37E-05,3.56E-03
0,0,7.28E-05,3.56E-03
0,0,7.19E-05,3.57E-03
0,0,7.10E-05,3.58E-03
0,0,7.02E-05,3.59E-03
0,0,6.93E-05,3.59E-03
0,0,6.85E-05,3.60E-03
0,0,6.78E-05,3.61E-03
0,0,6.70E-05,3.61E-03
0,0,6.63E-05,3.62E-03
0,0,6.56E-05,3.63E-03
0,0,6.50E-05,3.63E-03
0,0,6.43E-05,3.64E-03
0,0,6.37E-05,3.65E-03
0,0,6.31E-05,3.65E-03
0,0,6.25E-05,3.66E-03
0,0,6.20E-05,3.67E-03
0,0,6.15E-05,3.67E-03
0,0,6.10E-05,3.68E-03
0,0,6.05E-05,3.69E-03
0,0,6.00E-05,3.70E-03
0,0,5.96E-05,3.70E-03
0,0,5.92E-05,3.71E-03
0,0,5.89E-05,3.72E-03
0,0,5.85E-05,3.72E-03
0,0,5.82E-05,3.73E-03
0,0,5.79E-05,3.74E-03
0,0,5.76E-05,3.75E-03
0,0,5.74E-05,3.75E-03
0,0,5.72E-05,3.76E-03
0,0,5.70E-05,3.77E-03
0,0,5.68E-05,3.77E-03
0,0,5.66E-05,3.78E-03
0,0,5.65E-05,3.79E-03
0,0,5.64E-05,3.80E-03
0,0,5.63E-05,3.80E-03
0,0,5.63E-05,3.81E-03
0,0,5.63E-05,3.82E-03
0,0,5.63E-05,3.83E-03
0,0,5.63E-05,3.83E-03
0,0,5.64E-05,3.84E-03
0,0,5.64E-05,3.85E-03
0,0,5.65E-05,3.85E-03
0,0,5.67E-05,3.86E-03
0,0,5.68E-05,3.87E-03
0,0,5.70E-05,3.88E-03
0,0,5.72E-05,3.88E-03
0,0,5.74E-05,3.89E-03
0,0,5.77E-05,3.90E-03
0,0,5.79E-05,3.91E-03
0,0,5.82E-05,3.91E-03
0,0,5.86E-05,3.92E-03
0,0,5.89E-05,3.93E-03
0,0,5.93E-05,3.94E-03
0,0,5.97E-05,3.94E-03
0,0,6.01E-05,3.95E-03
0,0,6.06E-05,3.96E-03
0,0,6.11E-05,3.97E-03
0,0,6.16E-05,3.98E-03
0,0,6.21E-05,3.98E-03
0,0,6.26E-05,3.99E-03
0,0,6.32E-05,4.00E-03
0,0,6.38E-05,4.01E-03
0,0,6.44E-05,4.01E-03
0,0,6.51E-05,4.02E-03
0,0,6.58E-05,4.03E-03
0,0,6.65E-05,4.04E-03
0,0,6.72E-05,4.04E-03
0,0,6.79E-05,4.05E-03
0,0,6.87E-05,4.06E-03
0,0,6.95E-05,4.07E-03
0,0,7.03E-05,4.08E-03
0,0,7.12E-05,4.08E-03
0,0,7.20E-05,4.09E-03
0,0,7.29E-05,4.10E-03
0,0,7.39E-05,4.11E-03
0,0,7.48E-05,4.12E-03
0,0,7.58E-05,4.12E-03
0,0,7.68E-05,4.13E-03
0,0,7.78E-05,4.14E-03
0,0,7.89E-05,4.15E-03
0,0,7.99E-05,4.16E-03
0,0,8.10E-05,4.16E-03
0,0,8.22E-05,4.17E-03
0,0,8.33E-05,4.18E-03
0,0,8.45E-05,4.19E-03
0,0,8.57E-05,4.20E-03
0,0,8.69E-05,4.20E-03
0,0,8.82E-05,4.21E-03
0,0,8.94E-05,4.22E-03
0,0,9.07E-05,4.23E-03
0,0,9.21E-05,4.24E-03
0,0,9.34E-05,4.24E-03
0,0,9.48E-05,4.25E-03
0,0,9.62E-05,4.26E-03
0,0,9.76E-05,4.27E-03
0,0,9.91E-05,4.28E-03
0,0,0.000100524,0.004285859
0,0,0.000102022,0.004294146
0,0,0.000103546,0.004302448
0,0,0.000105095,0.004310767
0,0,0.000106668,0.004319103
0,0,0.000108267,0.004327455
0,0,0.00010989,0.004335823
0,0,0.000111539,0.004344207
0,0,0.000113212,0.004352608
0,0,0.000114911,0.004361025
0,0,0.000116634,0.004369459
0,0,0.000118383,0.004377909
0,0,0.000120156,0.004386375
0,0,0.000121954,0.004394858
0,0,0.000123778,0.004403357
0,0,0.000125626,0.004411873
0,0,0.0001275,0.004420405
0,0,0.000129398,0.004428954
0,0,0.000131321,0.004437519
0,0,0.00013327,0.0044461
0,0,0.000135243,0.004454698
0,0,0.000137241,0.004463313
0,0,0.000139265,0.004471944
0,0,0.000141313,0.004480591
0,0,0.000143386,0.004489255
0,0,0.000145485,0.004497935
0,0,0.000147608,0.004506632
0,0,0.000149756,0.004515346
0,0,0.00015193,0.004524076
0,0,0.000154128,0.004532823
0,0,0.000156351,0.004541586
0,0,0.0001586,0.004550365
0,0,0.000160873,0.004559162
0,0,0.000163171,0.004567975
0,0,0.000165495,0.004576804
0,0,0.000167843,0.00458565
0,0,0.000170216,0.004594513
0,0,0.000172614,0.004603392
0,0,0.000175038,0.004612288
0,0,0.000177486,0.0046212
0,0,0.000179959,0.004630129
0,0,0.000182458,0.004639075
0,0,0.000184981,0.004648038
0,0,0.000187529,0.004657017
0,0,0.000190103,0.004666013
0,0,0.000192701,0.004675025
0,0,0.000195324,0.004684054
0,0,0.000197972,0.0046931
0,0,0.000200646,0.004702162
0,0,0.000203344,0.004711242
0,0,0.000206067,0.004720338
0,0,0.000208816,0.00472945
0,0,0.000211589,0.00473858
0,0,0.000214387,0.004747726
0,0,0.00021721,0.004756889
0,0,0.000220059,0.004766068
0,0,0.000222932,0.004775265
0,0,0.00022583,0.004784478
0,0,0.000228754,0.004793708
0,0,0.000231702,0.004802955
0,0,0.000234675,0.004812218
0,0,0.000237673,0.004821499
0,0,0.000240697,0.004830796
0,0,0.000243745,0.00484011
0,0,0.000246818,0.00484944
0,0,0.000249916,0.004858788
0,0,0.00025304,0.004868153
0,0,0.000256188,0.004877534
0,0,0.000259361,0.004886932
0,0,0.000262559,0.004896347
0,0,0.000265783,0.004905779
0,0,0.000269031,0.004915228
0,0,0.000272304,0.004924693
0,0,0.000275602,0.004934176
0,0,0.000278925,0.004943675
0,0,0.000282274,0.004953191
0,0,0.000285647,0.004962725
0,0,0.000289045,0.004972275
0,0,0.000292468,0.004981842
0,0,0.000295916,0.004991426
0,0,0.00029939,0.005001027
0,0,0.000302888,0.005010645
0,0,0.000306411,0.005020279
0,0,0.000309959,0.005029931
0,0,0.000313532,0.0050396
0,0,0.00031713,0.005049286
0,0,0.000320753,0.005058988
0,0,0.000324401,0.005068708
0,0,0.000328074,0.005078445
0,0,0.000331772,0.005088199
0,0,0.000335495,0.005097969
0,0,0.000339243,0.005107757
0,0,0.000343016,0.005117562
0,0,0.000346814,0.005127383
0,0,0.000350637,0.005137222
0,0,0.000354485,0.005147078
0,0,0.000358358,0.005156951
0,0,0.000362256,0.005166841
0,0,0.000366179,0.005176748
0,0,0.000370126,0.005186672
0,0,0.000374099,0.005196613
0,0,0.000378097,0.005206571
0,0,0.00038212,0.005216547
0,0,0.000386167,0.005226539
0,0,0.00039024,0.005236549
0,0,0.000394338,0.005246575
0,0,0.00039846,0.005256619
0,0,0.000402608,0.00526668
0,0,0.00040678,0.005276758
0,0,0.000410978,0.005286853
0,0,0.0004152,0.005296965
0,0,0.000419448,0.005307095
0,0,0.00042372,0.005317242
0,0,0.000428017,0.005327405
0,0,0.00043234,0.005337586
0,0,0.000436687,0.005347784
0,0,0.000441059,0.005358
0,0,0.000445456,0.005368232
0,0,0.000449878,0.005378482
0,0,0.000454325,0.005388748
0,0,0.000458797,0.005399033
0,0,0.000463294,0.005409334
0,0,0.000467816,0.005419652
0,0,0.000472363,0.005429988
0,0,0.000476935,0.005440341
0,0,0.000481532,0.005450711
0,0,0.000486153,0.005461098
0,0,0.0004908,0.005471503
0,0,0.000495472,0.005481925
0,0,0.000500168,0.005492364
0,0,0.00050489,0.005502821
0,0,0.000509636,0.005513294
0,0,0.000514407,0.005523785
0,0,0.000519204,0.005534294
0,0,0.000524025,0.005544819
0,0,0.000528871,0.005555362
0,0,0.000533742,0.005565922
0,0,0.000538638,0.0055765
0,0,0.000543559,0.005587094
0,0,0.000548505,0.005597706
0,0,0.000553475,0.005608336
0,0,0.000558471,0.005618983
0,0,0.000563491,0.005629647
0,0,0.000568537,0.005640328
0,0,0.000573607,0.005651027
0,0,0.000578703,0.005661743
0,0,0.000583823,0.005672477
0,0,0.000588968,0.005683227
0,0,0.000594138,0.005693996
0,0,0.000599333,0.005704781
0,0,0.000604553,0.005715584
0,0,0.000609798,0.005726405
0,0,0.000615067,0.005737242
0,0,0.000620362,0.005748097
0,0,0.000625681,0.00575897
0,0,0.000631025,0.00576986
0,0,0.000636395,0.005780767
0,0,0.000641789,0.005791692
0,0,0.000647208,0.005802634
0,0,0.000652652,0.005813594
0,0,0.00065812,0.005824571
0,0,0.000663614,0.005835566
0,0,0.000669133,0.005846578
0,0,0.000674676,0.005857607
0,0,0.000680244,0.005868654
0,0,0.000685838,0.005879718
0,0,0.000691456,0.0058908
0,0,0.000697098,0.0059019
0,0,0.000702766,0.005913016
0,0,0.000708459,0.005924151
0,0,0.000714176,0.005935302
0,0,0.000719919,0.005946472
0,0,0.000725686,0.005957658
0,0,0.000731478,0.005968863
0,0,0.000737295,0.005980084
0,0,0.000743137,0.005991324
0,0,0.000749003,0.006002581
0,0,0.000754895,0.006013855
0,0,0.000760811,0.006025147
0,0,0.000766752,0.006036456
0,0,0.000772718,0.006047783
0,0,0.000778709,0.006059128
0,0,0.000784725,0.00607049
0,0,0.000790765,0.006081869
0,0,0.000796831,0.006093266
0,0,0.000802921,0.006104681
0,0,0.000809036,0.006116113
0,0,0.000815176,0.006127563
0,0,0.000821341,0.006139031
0,0,0.00082753,0.006150516
0,0,0.000833744,0.006162018
0,0,0.000839983,0.006173538
0,0,0.000846247,0.006185076
0,0,0.000852536,0.006196632
0,0,0.00085885,0.006208205
0,0,0.000865188,0.006219795
0,0,0.000871551,0.006231403
0,0,0.000877939,0.006243029
0,0,0.000884352,0.006254673
0,0,0.00089079,0.006266334
0,0,0.000897252,0.006278013
0,0,0.000903739,0.006289709
0,0,0.000910251,0.006301423
0,0,0.000916788,0.006313155
0,0,0.000923349,0.006324904
0,0,0.000929935,0.006336671
0,0,0.000936546,0.006348456
0,0,0.000943182,0.006360258
0,0,0.000949843,0.006372078
0,0,0.000956528,0.006383916
0,0,0.000963238,0.006395771
0,0,0.000969973,0.006407644
0,0,0.000976733,0.006419535
0,0,0.000983517,0.006431443
0,0,0.000990326,0.00644337
0,0,0.00099716,0.006455313
0,0,0.001004019,0.006467275
0,0,0.001010902,0.006479254
0,0,0.00101781,0.006491251
0,0,0.001024743,0.006503266
0,0,0.001031701,0.006515298
0,0,0.001038683,0.006527348
0,0,0.00104569,0.006539416
0,0,0.001052722,0.006551502
0,0,0.001059779,0.006563605
0,0,0.00106686,0.006575726
0,0,0.001073966,0.006587865
0,0,0.001081097,0.006600022
0,0,0.001088252,0.006612196
0,0,0.001095432,0.006624388
0,0,0.001102637,0.006636598
0,0,0.001109867,0.006648826
0,0,0.001117121,0.006661071
0,0,0.0011244,0.006673334
0,0,0.001131703,0.006685615
0,0,0.001139032,0.006697914
0,0,0.001146385,0.00671023
0,0,0.001153762,0.006722565
0,0,0.001161165,0.006734917
0,0,0.001168592,0.006747287
0,0,0.001176044,0.006759675
0,0,0.00118352,0.00677208
0,0,0.001191021,0.006784503
0,0,0.001198547,0.006796945
0,0,0.001206097,0.006809404
0,0,0.001213672,0.00682188
0,0,0.001221272,0.006834375
0,0,0.001228896,0.006846888
0,0,0.001236545,0.006859418
0,0,0.001244219,0.006871966
0,0,0.001251917,0.006884532
0,0,0.00125964,0.006897116
0,0,0.001267388,0.006909717
0,0,0.00127516,0.006922337
0,0,0.001282957,0.006934974
0,0,0.001290778,0.00694763
0,0,0.001298625,0.006960303
0,0,0.001306495,0.006972994
0,0,0.001314391,0.006985702
0,0,0.001322311,0.006998429
0,0,0.001330255,0.007011174
0,0,0.001338224,0.007023936
0,0,0.001346218,0.007036717
0,0,0.001354236,0.007049515
0,0,0.001362279,0.007062331
0,0,0.001370347,0.007075165
0,0,0.001378439,0.007088017
